File Version,BWSpec4.11_1
491,856.05,11681.50,1058.00,0.0000,65535.0000,2535.0000,337.8418,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
492,856.20,11679.50,1060.01,0.0000,65535.0000,3086.0000,892.2137,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
493,856.35,11677.49,1062.01,0.0000,65535.0000,3051.0000,860.5629,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
494,856.50,11675.49,1064.01,0.0000,65535.0000,2821.0000,633.8895,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
495,856.64,11673.48,1066.02,0.0000,65535.0000,3036.0000,852.1937,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
496,856.79,11671.48,1068.02,0.0000,65535.0000,2985.0000,804.4756,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
497,856.94,11669.48,1070.02,0.0000,65535.0000,2881.0000,703.7351,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
498,857.08,11667.48,1072.02,0.0000,65535.0000,2933.0000,758.9726,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
499,857.23,11665.48,1074.02,0.0000,65535.0000,3187.0000,1016.1880,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
500,857.38,11663.48,1076.02,0.0000,65535.0000,2827.0000,659.3815,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
501,857.52,11661.48,1078.02,0.0000,65535.0000,2680.0000,515.5532,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
502,857.67,11659.48,1080.02,0.0000,65535.0000,2698.0000,536.7032,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
503,857.82,11657.49,1082.01,0.0000,65535.0000,3062.0000,903.8316,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
504,857.96,11655.49,1084.01,0.0000,65535.0000,2730.0000,574.9385,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
505,858.11,11653.50,1086.01,0.0000,65535.0000,2882.0000,730.0240,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
506,858.26,11651.50,1088.00,0.0000,65535.0000,2797.0000,648.0882,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
507,858.41,11649.51,1089.99,0.0000,65535.0000,2773.0000,627.1313,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
508,858.55,11647.52,1091.99,0.0000,65535.0000,2876.0000,733.1533,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
509,858.70,11645.53,1093.98,0.0000,65535.0000,2761.0000,621.1544,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
510,858.85,11643.53,1095.97,0.0000,65535.0000,2677.0000,540.1346,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
511,858.99,11641.54,1097.96,0.0000,65535.0000,2698.0000,564.0941,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
512,859.14,11639.55,1099.95,0.0000,65535.0000,3008.0000,877.0329,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
513,859.29,11637.57,1101.94,0.0000,65535.0000,3015.0000,886.9512,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
514,859.43,11635.58,1103.92,0.0000,65535.0000,2854.0000,728.8491,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
515,859.58,11633.59,1105.91,0.0000,65535.0000,2670.0000,547.7267,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
516,859.73,11631.61,1107.90,0.0000,65535.0000,2778.0000,658.5841,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
517,859.87,11629.62,1109.88,0.0000,65535.0000,2688.0000,571.4214,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
518,860.02,11627.64,1111.87,0.0000,65535.0000,2792.0000,678.2387,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
519,860.17,11625.65,1113.85,0.0000,65535.0000,2785.0000,674.0361,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
520,860.31,11623.67,1115.83,0.0000,65535.0000,2731.0000,622.8138,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
521,860.46,11621.69,1117.81,0.0000,65535.0000,3010.0000,904.5717,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
522,860.61,11619.71,1119.80,0.0000,65535.0000,2819.0000,716.3102,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
523,860.75,11617.73,1121.78,0.0000,65535.0000,2854.0000,754.0292,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
524,860.90,11615.75,1123.75,0.0000,65535.0000,3005.0000,907.7288,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
525,861.05,11613.77,1125.73,0.0000,65535.0000,2682.0000,587.4092,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
526,861.19,11611.79,1127.71,0.0000,65535.0000,2659.0000,567.0705,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
527,861.34,11609.81,1129.69,0.0000,65535.0000,2802.0000,712.7127,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
528,861.49,11607.84,1131.66,0.0000,65535.0000,2766.0000,679.3360,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
529,861.63,11605.86,1133.64,0.0000,65535.0000,2456.0000,371.9406,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
530,861.78,11603.89,1135.61,0.0000,65535.0000,2510.0000,428.5264,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
531,861.93,11601.91,1137.59,0.0000,65535.0000,2634.0000,555.0936,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
532,862.07,11599.94,1139.56,0.0000,65535.0000,2659.0000,582.6424,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
533,862.22,11597.97,1141.53,0.0000,65535.0000,2763.0000,689.1728,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
534,862.37,11596.00,1143.50,0.0000,65535.0000,2721.0000,649.6849,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
535,862.51,11594.03,1145.47,0.0000,65535.0000,2976.0000,907.1788,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
536,862.66,11592.06,1147.44,0.0000,65535.0000,2840.0000,773.6547,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
537,862.81,11590.09,1149.41,0.0000,65535.0000,2951.0000,887.1127,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
538,862.95,11588.12,1151.38,0.0000,65535.0000,3110.0000,1048.5528,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
539,863.10,11586.15,1153.35,0.0000,65535.0000,3106.0000,1046.9752,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
540,863.25,11584.19,1155.32,0.0000,65535.0000,2893.0000,836.3799,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
541,863.39,11582.22,1157.28,0.0000,65535.0000,3273.0000,1218.7671,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
542,863.54,11580.26,1159.25,0.0000,65535.0000,3291.0000,1239.1370,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
543,863.69,11578.29,1161.21,0.0000,65535.0000,3214.0000,1164.4895,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
544,863.83,11576.33,1163.17,0.0000,65535.0000,3207.0000,1159.8248,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
545,863.98,11574.37,1165.14,0.0000,65535.0000,3413.0000,1368.1430,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
546,864.12,11572.41,1167.10,0.0000,65535.0000,3488.0000,1445.4443,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
547,864.27,11570.45,1169.06,0.0000,65535.0000,3595.0000,1554.7287,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
548,864.42,11568.49,1171.02,0.0000,65535.0000,3594.0000,1555.9963,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
549,864.56,11566.53,1172.98,0.0000,65535.0000,3145.0000,1109.2472,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
550,864.71,11564.57,1174.93,0.0000,65535.0000,3371.0000,1337.4816,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
551,864.86,11562.61,1176.89,0.0000,65535.0000,3485.0000,1453.6996,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
552,865.00,11560.65,1178.85,0.0000,65535.0000,3252.0000,1222.9012,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
553,865.15,11558.70,1180.81,0.0000,65535.0000,3560.0000,1533.0866,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
554,865.30,11556.74,1182.76,0.0000,65535.0000,3272.0000,1247.2559,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
555,865.44,11554.79,1184.71,0.0000,65535.0000,3217.0000,1194.4091,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
556,865.59,11552.83,1186.67,0.0000,65535.0000,3280.0000,1259.5465,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
557,865.73,11550.88,1188.62,0.0000,65535.0000,3241.0000,1222.6680,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
558,865.88,11548.93,1190.57,0.0000,65535.0000,2950.0000,933.7739,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
559,866.03,11546.98,1192.52,0.0000,65535.0000,3032.0000,1017.8641,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
560,866.17,11545.03,1194.47,0.0000,65535.0000,3091.0000,1078.9389,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
561,866.32,11543.08,1196.42,0.0000,65535.0000,3096.0000,1085.9984,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
562,866.47,11541.13,1198.37,0.0000,65535.0000,3147.0000,1139.0425,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
563,866.61,11539.18,1200.32,0.0000,65535.0000,3181.0000,1175.0715,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
564,866.76,11537.24,1202.27,0.0000,65535.0000,2993.0000,989.0855,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
565,866.91,11535.29,1204.21,0.0000,65535.0000,2817.0000,815.0845,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
566,867.05,11533.34,1206.16,0.0000,65535.0000,3006.0000,1006.0687,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
567,867.20,11531.40,1208.10,0.0000,65535.0000,2985.0000,987.0381,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
568,867.34,11529.46,1210.05,0.0000,65535.0000,3053.0000,1056.9930,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
569,867.49,11527.51,1211.99,0.0000,65535.0000,3075.0000,1080.9333,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
570,867.64,11525.57,1213.93,0.0000,65535.0000,3079.0000,1086.8592,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
571,867.78,11523.63,1215.87,0.0000,65535.0000,2736.0000,745.7708,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
572,867.93,11521.69,1217.82,0.0000,65535.0000,3161.0000,1172.6683,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
573,868.07,11519.75,1219.76,0.0000,65535.0000,2833.0000,846.5516,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
574,868.22,11517.81,1221.69,0.0000,65535.0000,3093.0000,1108.4210,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
575,868.37,11515.87,1223.63,0.0000,65535.0000,3048.0000,1065.2765,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
576,868.51,11513.93,1225.57,0.0000,65535.0000,2835.0000,854.1183,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
577,868.66,11512.00,1227.51,0.0000,65535.0000,3185.0000,1205.9464,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
578,868.81,11510.06,1229.44,0.0000,65535.0000,2923.0000,945.7609,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
579,868.95,11508.12,1231.38,0.0000,65535.0000,2816.0000,840.5621,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
580,869.10,11506.19,1233.31,0.0000,65535.0000,2935.0000,961.3498,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
581,869.24,11504.26,1235.25,0.0000,65535.0000,3203.0000,1231.1244,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
582,869.39,11502.32,1237.18,0.0000,65535.0000,2988.0000,1017.8859,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
583,869.54,11500.39,1239.11,0.0000,65535.0000,3000.0000,1031.6343,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
584,869.68,11498.46,1241.04,0.0000,65535.0000,2705.0000,738.3698,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
585,869.83,11496.53,1242.97,0.0000,65535.0000,2794.0000,829.0926,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
586,869.97,11494.60,1244.90,0.0000,65535.0000,2828.0000,864.8026,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
587,870.12,11492.67,1246.83,0.0000,65535.0000,2843.0000,881.5001,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
588,870.27,11490.74,1248.76,0.0000,65535.0000,2929.0000,969.1851,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
589,870.41,11488.82,1250.69,0.0000,65535.0000,2831.0000,872.8578,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
590,870.56,11486.89,1252.61,0.0000,65535.0000,3334.0000,1377.5182,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
591,870.70,11484.96,1254.54,0.0000,65535.0000,2800.0000,845.1664,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
592,870.85,11483.04,1256.46,0.0000,65535.0000,2949.0000,995.8026,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
593,871.00,11481.12,1258.39,0.0000,65535.0000,2723.0000,771.4269,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
594,871.14,11479.19,1260.31,0.0000,65535.0000,2955.0000,1005.0393,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
595,871.29,11477.27,1262.23,0.0000,65535.0000,2723.0000,774.6400,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
596,871.43,11475.35,1264.15,0.0000,65535.0000,2819.0000,872.2291,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
597,871.58,11473.43,1266.08,0.0000,65535.0000,2713.0000,767.8067,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
598,871.73,11471.51,1268.00,0.0000,65535.0000,3172.0000,1228.3730,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
599,871.87,11469.59,1269.91,0.0000,65535.0000,2696.0000,753.9279,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
600,872.02,11467.67,1271.83,0.0000,65535.0000,2786.0000,845.4716,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
601,872.16,11465.75,1273.75,0.0000,65535.0000,2832.0000,893.0043,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
602,872.31,11463.83,1275.67,0.0000,65535.0000,2893.0000,955.5259,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
603,872.45,11461.92,1277.58,0.0000,65535.0000,2811.0000,875.0368,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
604,872.60,11460.00,1279.50,0.0000,65535.0000,2867.0000,932.5368,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
605,872.75,11458.09,1281.41,0.0000,65535.0000,2808.0000,875.0263,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
606,872.89,11456.17,1283.33,0.0000,65535.0000,2622.0000,690.5052,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
607,873.04,11454.26,1285.24,0.0000,65535.0000,2863.0000,932.9736,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
608,873.18,11452.35,1287.15,0.0000,65535.0000,2896.0000,967.4317,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
609,873.33,11450.44,1289.06,0.0000,65535.0000,2655.0000,727.8797,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
610,873.47,11448.53,1290.98,0.0000,65535.0000,2413.0000,487.3175,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
611,873.62,11446.62,1292.89,0.0000,65535.0000,2522.0000,597.7453,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
612,873.77,11444.71,1294.79,0.0000,65535.0000,2428.0000,505.1632,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
613,873.91,11442.80,1296.70,0.0000,65535.0000,2681.0000,759.5713,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
614,874.06,11440.89,1298.61,0.0000,65535.0000,3247.0000,1326.9698,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
615,874.20,11438.99,1300.52,0.0000,65535.0000,2633.0000,714.3586,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
616,874.35,11437.08,1302.42,0.0000,65535.0000,2704.0000,786.7380,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
617,874.49,11435.17,1304.33,0.0000,65535.0000,2527.0000,611.1081,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
618,874.64,11433.27,1306.23,0.0000,65535.0000,2624.0000,709.4689,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
619,874.79,11431.37,1308.14,0.0000,65535.0000,2768.0000,854.8206,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
620,874.93,11429.46,1310.04,0.0000,65535.0000,2400.0000,488.1632,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
621,875.08,11427.56,1311.94,0.0000,65535.0000,2666.0000,755.4969,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
622,875.22,11425.66,1313.84,0.0000,65535.0000,2907.0000,997.8218,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
623,875.37,11423.76,1315.74,0.0000,65535.0000,2806.0000,898.1379,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
624,875.51,11421.86,1317.64,0.0000,65535.0000,2490.0000,583.4455,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
625,875.66,11419.96,1319.54,0.0000,65535.0000,2656.0000,750.7445,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
626,875.81,11418.06,1321.44,0.0000,65535.0000,2526.0000,622.0352,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
627,875.95,11416.16,1323.34,0.0000,65535.0000,2729.0000,826.3176,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
628,876.10,11414.27,1325.24,0.0000,65535.0000,2714.0000,812.5918,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
629,876.24,11412.37,1327.13,0.0000,65535.0000,2753.0000,852.8579,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
630,876.39,11410.48,1329.03,0.0000,65535.0000,2472.0000,573.1161,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
631,876.53,11408.58,1330.92,0.0000,65535.0000,2486.0000,588.3664,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
632,876.68,11406.69,1332.81,0.0000,65535.0000,2564.0000,667.6090,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
633,876.82,11404.80,1334.71,0.0000,65535.0000,2534.0000,638.8439,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
634,876.97,11402.90,1336.60,0.0000,65535.0000,2502.0000,608.0713,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
635,877.12,11401.01,1338.49,0.0000,65535.0000,2601.0000,708.2913,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
636,877.26,11399.12,1340.38,0.0000,65535.0000,2881.0000,989.5040,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
637,877.41,11397.23,1342.27,0.0000,65535.0000,2689.0000,798.7094,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
638,877.55,11395.34,1344.16,0.0000,65535.0000,2660.0000,770.9078,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
639,877.70,11393.45,1346.05,0.0000,65535.0000,2765.0000,877.0991,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
640,877.84,11391.57,1347.94,0.0000,65535.0000,2565.0000,678.2836,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
641,877.99,11389.68,1349.82,0.0000,65535.0000,2607.0000,721.4613,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
642,878.13,11387.79,1351.71,0.0000,65535.0000,2584.0000,699.6323,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
643,878.28,11385.91,1353.59,0.0000,65535.0000,2425.0000,541.7967,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
644,878.42,11384.02,1355.48,0.0000,65535.0000,2640.0000,757.9547,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
645,878.57,11382.14,1357.36,0.0000,65535.0000,2484.0000,603.1063,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
646,878.71,11380.26,1359.24,0.0000,65535.0000,2471.0000,591.2517,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
647,878.86,11378.38,1361.13,0.0000,65535.0000,2458.0000,579.3910,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
648,879.01,11376.50,1363.01,0.0000,65535.0000,2356.0000,478.5242,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
649,879.15,11374.61,1364.89,0.0000,65535.0000,2522.0000,645.6515,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
650,879.30,11372.73,1366.77,0.0000,65535.0000,2436.0000,560.7730,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
651,879.44,11370.86,1368.65,0.0000,65535.0000,2310.0000,435.8888,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
652,879.59,11368.98,1370.53,0.0000,65535.0000,2328.0000,454.9990,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
653,879.73,11367.10,1372.40,0.0000,65535.0000,2302.0000,430.1037,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
654,879.88,11365.22,1374.28,0.0000,65535.0000,2340.0000,469.2030,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
655,880.02,11363.35,1376.16,0.0000,65535.0000,2338.0000,468.2970,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
656,880.17,11361.47,1378.03,0.0000,65535.0000,2263.0000,394.3859,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
657,880.31,11359.60,1379.90,0.0000,65535.0000,2246.0000,378.4697,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
658,880.46,11357.72,1381.78,0.0000,65535.0000,2426.0000,559.5485,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
659,880.60,11355.85,1383.65,0.0000,65535.0000,2663.0000,797.6225,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
660,880.75,11353.98,1385.52,0.0000,65535.0000,2333.0000,468.6918,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
661,880.89,11352.11,1387.40,0.0000,65535.0000,2274.0000,410.7564,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
662,881.04,11350.24,1389.27,0.0000,65535.0000,2355.0000,492.8165,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
663,881.18,11348.37,1391.14,0.0000,65535.0000,2472.0000,610.8722,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
664,881.33,11346.50,1393.00,0.0000,65535.0000,1992.0000,131.9235,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
665,881.47,11344.63,1394.87,0.0000,65535.0000,2229.0000,369.9707,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
666,881.62,11342.76,1396.74,0.0000,65535.0000,2213.0000,355.0138,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
667,881.76,11340.90,1398.61,0.0000,65535.0000,2284.0000,427.0528,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
668,881.91,11339.03,1400.47,0.0000,65535.0000,2181.0000,325.0880,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
669,882.05,11337.16,1402.34,0.0000,65535.0000,2025.0000,170.1195,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
670,882.20,11335.30,1404.20,0.0000,65535.0000,2161.0000,307.1472,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
671,882.34,11333.44,1406.07,0.0000,65535.0000,2094.0000,241.1714,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
672,882.49,11331.57,1407.93,0.0000,65535.0000,2083.0000,231.1922,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
673,882.64,11329.71,1409.79,0.0000,65535.0000,1967.0000,116.2096,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
674,882.78,11327.85,1411.65,0.0000,65535.0000,2212.0000,362.2237,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
675,882.93,11325.99,1413.51,0.0000,65535.0000,2314.0000,465.2348,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
676,883.07,11324.13,1415.37,0.0000,65535.0000,2493.0000,645.2428,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
677,883.22,11322.27,1417.23,0.0000,65535.0000,2144.0000,297.2479,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
678,883.36,11320.41,1419.09,0.0000,65535.0000,2405.0000,559.2502,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
679,883.51,11318.55,1420.95,0.0000,65535.0000,2091.0000,246.2497,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
680,883.65,11316.70,1422.81,0.0000,65535.0000,2161.0000,317.2467,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
681,883.80,11314.84,1424.66,0.0000,65535.0000,2197.0000,354.2412,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
682,883.94,11312.98,1426.52,0.0000,65535.0000,2033.0000,191.2334,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
683,884.09,11311.13,1428.37,0.0000,65535.0000,2285.0000,444.2232,0.0000,0.0000,0.0000E+00,1.0000,1.0000,1.0000,
